epoch,shortterm,midterm,longterm
1619931613.402,0.010000,0.030000,0.000000
1619931628.402,0.000000,0.020000,0.000000
1619931643.402,0.000000,0.020000,0.000000
1619931658.402,0.000000,0.020000,0.000000
1619931673.402,0.000000,0.020000,0.000000
1619931688.402,0.000000,0.020000,0.000000
1619931703.402,0.000000,0.020000,0.000000
1619931718.402,0.000000,0.020000,0.000000
1619931733.402,0.000000,0.010000,0.000000
1619931748.402,0.000000,0.010000,0.000000
1619931763.402,0.070000,0.030000,0.000000
1619931778.402,0.050000,0.030000,0.000000
1619931793.402,0.040000,0.030000,0.000000
1619931808.402,0.030000,0.020000,0.000000
1619931823.402,0.020000,0.020000,0.000000
1619931838.402,0.020000,0.020000,0.000000
1619931853.402,0.010000,0.020000,0.000000
1619931868.402,0.010000,0.020000,0.000000
1619931883.402,0.010000,0.020000,0.000000
1619931898.402,0.000000,0.020000,0.000000
1619931913.402,0.000000,0.010000,0.000000
1619931928.402,0.000000,0.010000,0.000000
1619931943.402,0.070000,0.030000,0.000000
1619931958.402,0.060000,0.030000,0.000000
1619931973.402,0.040000,0.020000,0.000000
1619931988.402,0.030000,0.020000,0.000000
1619932003.402,0.030000,0.020000,0.000000
1619932018.402,0.020000,0.020000,0.000000
1619932033.402,0.010000,0.020000,0.000000
1619932048.402,0.010000,0.020000,0.000000
1619932063.402,0.010000,0.020000,0.000000
1619932078.402,0.070000,0.030000,0.000000
1619932093.402,0.060000,0.030000,0.000000
1619932108.402,0.040000,0.030000,0.000000
1619932123.402,0.030000,0.030000,0.000000
1619932138.402,0.020000,0.020000,0.000000
1619932153.402,0.020000,0.020000,0.000000
1619932168.402,0.150000,0.050000,0.010000
1619932183.402,0.120000,0.050000,0.010000
1619932198.402,0.090000,0.050000,0.010000
1619932213.402,0.070000,0.040000,0.010000
1619932228.402,0.050000,0.040000,0.000000
1619932243.402,0.040000,0.040000,0.000000
1619932258.402,0.030000,0.040000,0.000000
1619932273.402,0.020000,0.030000,0.000000
1619932288.402,0.020000,0.030000,0.000000
1619932303.402,0.010000,0.030000,0.000000
1619932318.402,0.010000,0.030000,0.000000
1619932333.402,0.010000,0.030000,0.000000
1619932348.402,0.000000,0.020000,0.000000
1619932363.402,0.000000,0.020000,0.000000
1619932378.402,0.000000,0.020000,0.000000
1619932393.402,0.140000,0.050000,0.010000
1619932408.402,0.110000,0.050000,0.010000
1619932423.402,0.080000,0.050000,0.010000
1619932438.402,0.060000,0.040000,0.010000
1619932453.402,0.050000,0.040000,0.000000
1619932468.402,0.040000,0.040000,0.000000
1619932483.402,0.030000,0.030000,0.000000
1619932498.402,0.020000,0.030000,0.000000
1619932513.402,0.020000,0.030000,0.000000
1619932528.402,0.010000,0.030000,0.000000
1619932543.402,0.010000,0.030000,0.000000
1619932558.402,0.010000,0.020000,0.000000
1619932573.402,0.000000,0.020000,0.000000
1619932588.402,0.070000,0.040000,0.000000
1619932603.402,0.050000,0.030000,0.000000
1619932618.402,0.040000,0.030000,0.000000
1619932633.402,0.030000,0.030000,0.000000
1619932648.402,0.020000,0.030000,0.000000
1619932663.402,0.020000,0.030000,0.000000
1619932678.402,0.010000,0.020000,0.000000
1619932693.402,0.010000,0.020000,0.000000
1619932708.402,0.010000,0.020000,0.000000
1619932723.402,0.000000,0.020000,0.000000
1619932738.402,0.000000,0.020000,0.000000
1619932753.402,0.000000,0.020000,0.000000
1619932768.402,0.000000,0.020000,0.000000
1619932783.402,0.000000,0.010000,0.000000
1619932798.402,0.070000,0.030000,0.000000
1619932813.402,0.050000,0.030000,0.000000
1619932828.402,0.120000,0.040000,0.010000
