epoch,value
1620002634.246,145862656.0
1620002649.246,145862656.0
1620002664.246,145862656.0
1620002679.246,145862656.0
1620002694.246,145862656.0
1620002709.246,145862656.0
1620002724.246,145862656.0
1620002739.246,145862656.0
1620002754.246,145862656.0
1620002769.246,145862656.0
1620002784.246,145862656.0
1620002799.246,145862656.0
1620002814.246,145862656.0
1620002829.246,145862656.0
1620002844.246,145862656.0
1620002859.246,145862656.0
1620002874.246,145862656.0
1620002889.246,145862656.0
1620002904.246,145862656.0
1620002919.246,145862656.0
1620002934.246,145862656.0
1620002949.246,145862656.0
1620002964.246,145862656.0
1620002979.246,145862656.0
1620002994.246,145862656.0
1620003009.246,145862656.0
1620003024.246,145862656.0
1620003039.246,145862656.0
1620003054.246,145862656.0
1620003069.246,145862656.0
1620003084.246,145862656.0
1620003099.246,145862656.0
1620003114.246,145862656.0
1620003129.246,145862656.0
1620003144.246,145862656.0
1620003159.246,145862656.0
1620003174.246,145862656.0
