epoch,value
1620000966.481,2362048.512
1620000981.481,2362048.512
1620000996.481,2362048.512
1620001011.481,2362048.512
1620001026.481,2362048.512
1620001041.481,2362048.512
1620001056.481,2362048.512
1620001071.481,2362048.512
1620001086.481,2362048.512
1620001101.481,2362048.512
1620001116.481,2362048.512
1620001131.481,2362048.512
1620001146.481,2362048.512
1620001161.481,2362048.512
1620001176.481,2362048.512
1620001191.481,2362048.512
1620001206.481,2362048.512
1620001221.481,2362048.512
1620001236.481,2362048.512
1620001251.481,2362048.512
1620001266.481,2362048.512
1620001281.481,2362048.512
1620001296.481,2362048.512
1620001311.481,2362048.512
1620001326.481,2362048.512
1620001341.481,2362048.512
1620001356.481,2362048.512
1620001371.481,2362048.512
1620001386.481,2362048.512
1620001401.481,2362048.512
1620001416.481,2362048.512
1620001431.481,2362048.512
1620001446.481,2362048.512
1620001461.481,2362048.512
1620001476.481,2362048.512
1620001491.481,2362048.512
1620001506.481,2362048.512
1620001521.481,2362048.512
1620001536.481,2362048.512
1620001551.481,2362052.608
1620001566.481,2362052.608
1620001581.481,2362052.608
1620001596.481,2362052.608
1620001611.481,2362052.608
1620001626.481,2362052.608
1620001641.481,2362052.608
1620001656.481,2362052.608
1620001671.481,2362052.608
1620001686.481,2362052.608
1620001701.481,2362052.608
1620001716.481,2362052.608
1620001731.481,2362052.608
1620001746.481,2362052.608
1620001761.481,2362052.608
1620001776.481,2362052.608
1620001791.481,2362052.608
1620001806.481,2362052.608
1620001821.481,2362052.608
1620001836.481,2362052.608
1620001851.481,2362052.608
1620001866.481,2362052.608
1620001881.481,2362052.608
1620001896.481,2362052.608
1620001911.481,2362052.608
1620001926.481,2362052.608
1620001941.481,2362052.608
1620001956.481,2362052.608
1620001971.481,2362052.608
1620001986.481,2362052.608
1620002001.481,2362052.608
1620002016.481,2362052.608
1620002031.481,2362052.608
1620002046.481,2362060.8
1620002061.481,2362064.896
1620002076.481,2362064.896
1620002091.481,2362064.896
1620002106.481,2362068.992
1620002121.481,2362068.992
1620002136.481,2362068.992
1620002151.481,2362068.992
1620002166.481,2362068.992
1620002181.481,2362068.992
1620002196.481,2362068.992
1620002211.481,2362068.992
1620002226.481,2362068.992
1620002241.481,2362068.992
1620002256.481,2362068.992
1620002271.481,2362068.992
1620002286.481,2362068.992
1620002301.481,2362068.992
1620002316.481,2362068.992
1620002331.481,2362068.992
1620002346.481,2362068.992
1620002361.481,2362068.992
1620002376.481,2362068.992
1620002391.481,2362068.992
1620002406.481,2362068.992
1620002421.481,2362068.992
1620002436.481,2362068.992
1620002451.481,2362073.088
1620002466.481,2362073.088
1620002481.481,2362073.088
1620002496.481,2362073.088
1620002511.481,2362073.088
1620002526.481,2362073.088
1620002541.481,2362073.088
1620002556.481,2362073.088
1620002571.481,2362073.088
1620002586.481,2362073.088
1620002601.481,2362073.088
1620002616.481,2362073.088
1620002631.481,2362073.088
