epoch,shortterm,midterm,longterm
1619935971.481,0.670000,0.450000,0.330000
1619935986.481,0.670000,0.460000,0.340000
1619936001.481,0.590000,0.450000,0.340000
1619936016.481,0.610000,0.460000,0.340000
1619936031.481,0.550000,0.460000,0.340000
1619936046.481,0.490000,0.450000,0.340000
1619936061.481,0.380000,0.430000,0.340000
1619936076.481,0.300000,0.410000,0.330000
1619936091.481,0.230000,0.380000,0.330000
1619936106.481,0.180000,0.370000,0.320000
1619936121.481,0.220000,0.360000,0.320000
1619936136.481,0.170000,0.350000,0.310000
1619936151.481,0.130000,0.330000,0.310000
1619936166.481,0.100000,0.310000,0.300000
1619936181.481,0.080000,0.290000,0.300000
1619936196.481,0.060000,0.280000,0.290000
1619936211.481,0.050000,0.270000,0.280000
1619936226.481,0.040000,0.250000,0.280000
1619936241.481,0.030000,0.240000,0.270000
1619936256.481,0.240000,0.280000,0.280000
1619936271.481,0.260000,0.280000,0.280000
1619936286.481,0.270000,0.280000,0.280000
1619936301.481,0.210000,0.270000,0.280000
1619936316.481,0.160000,0.250000,0.270000
1619936331.481,0.120000,0.240000,0.270000
1619936346.481,0.100000,0.230000,0.260000
1619936361.481,0.070000,0.210000,0.260000
1619936376.481,0.060000,0.200000,0.250000
1619936391.481,0.040000,0.190000,0.250000
1619936406.481,0.030000,0.180000,0.250000
1619936421.481,0.020000,0.170000,0.240000
1619936436.481,0.020000,0.160000,0.240000
1619936451.481,0.010000,0.160000,0.230000
1619936466.481,0.010000,0.150000,0.230000
1619936481.481,0.010000,0.140000,0.220000
1619936496.481,0.000000,0.130000,0.220000
1619936511.481,0.000000,0.120000,0.220000
1619936526.481,0.000000,0.120000,0.210000
1619936541.481,0.370000,0.190000,0.230000
1619936556.481,0.360000,0.200000,0.240000
1619936571.481,0.430000,0.220000,0.240000
1619936586.481,0.410000,0.230000,0.250000
1619936601.481,0.470000,0.250000,0.250000
1619936616.481,0.440000,0.250000,0.250000
1619936631.481,0.490000,0.270000,0.260000
1619936646.481,0.450000,0.280000,0.260000
1619936661.481,0.580000,0.310000,0.280000
1619936676.481,0.530000,0.310000,0.280000
1619936691.481,0.560000,0.330000,0.280000
1619936706.481,0.510000,0.330000,0.280000
1619936721.481,0.540000,0.350000,0.290000
1619936736.481,0.500000,0.350000,0.290000
1619936751.481,0.530000,0.360000,0.290000
1619936766.481,0.490000,0.360000,0.290000
1619936781.481,0.530000,0.380000,0.300000
1619936796.481,0.730000,0.420000,0.320000
1619936811.481,0.710000,0.440000,0.320000
1619936826.481,0.710000,0.450000,0.330000
1619936841.481,0.700000,0.460000,0.330000
1619936856.481,0.620000,0.450000,0.330000
1619936871.481,0.550000,0.450000,0.330000
1619936886.481,0.430000,0.420000,0.330000
1619936901.481,0.330000,0.400000,0.320000
1619936916.481,0.260000,0.380000,0.320000
1619936931.481,0.200000,0.360000,0.310000
1619936946.481,0.160000,0.340000,0.300000
1619936961.481,0.120000,0.330000,0.300000
1619936976.481,0.090000,0.310000,0.290000
1619936991.481,0.070000,0.290000,0.290000
1619937006.481,0.140000,0.300000,0.290000
1619937021.481,0.110000,0.280000,0.280000
1619937036.481,0.150000,0.280000,0.280000
1619937051.481,0.250000,0.300000,0.290000
1619937066.481,0.200000,0.290000,0.280000
1619937081.481,0.150000,0.270000,0.270000
1619937096.481,0.120000,0.260000,0.270000
1619937111.481,0.090000,0.240000,0.260000
1619937126.481,0.070000,0.230000,0.260000
1619937141.481,0.360000,0.290000,0.280000
1619937156.481,0.440000,0.310000,0.280000
1619937171.481,0.340000,0.290000,0.280000
1619937186.481,0.260000,0.270000,0.270000
1619937201.481,0.200000,0.260000,0.270000
1619937216.481,0.240000,0.260000,0.270000
1619937231.481,0.180000,0.250000,0.270000
1619937246.481,0.140000,0.240000,0.260000
1619937261.481,0.110000,0.230000,0.260000
1619937276.481,0.150000,0.230000,0.260000
1619937291.481,0.120000,0.220000,0.250000
1619937306.481,0.090000,0.210000,0.250000
1619937321.481,0.070000,0.200000,0.240000
1619937336.481,0.060000,0.190000,0.240000
1619937351.481,0.040000,0.180000,0.240000
1619937366.481,0.110000,0.180000,0.240000
1619937381.481,0.160000,0.190000,0.240000
1619937396.481,0.270000,0.210000,0.250000
1619937411.481,0.290000,0.220000,0.250000
1619937426.481,0.370000,0.240000,0.250000
1619937441.481,0.360000,0.250000,0.260000
1619937456.481,0.430000,0.270000,0.260000
1619937471.481,0.410000,0.270000,0.270000
1619937486.481,0.470000,0.290000,0.270000
1619937501.481,0.500000,0.310000,0.280000
1619937516.481,0.540000,0.330000,0.280000
1619937531.481,0.490000,0.330000,0.280000
1619937546.481,0.530000,0.340000,0.290000
1619937561.481,0.490000,0.340000,0.290000
1619937576.481,0.530000,0.360000,0.300000
1619937591.481,0.480000,0.360000,0.300000
1619937606.481,0.530000,0.370000,0.300000
1619937621.481,0.480000,0.370000,0.300000
1619937636.481,0.520000,0.390000,0.310000
1619937651.481,0.480000,0.380000,0.310000
1619937666.481,0.520000,0.400000,0.310000
1619937681.481,0.480000,0.390000,0.310000
1619937696.481,0.520000,0.410000,0.320000
1619937711.481,0.410000,0.390000,0.310000
1619937726.481,0.320000,0.370000,0.310000
1619937741.481,0.330000,0.360000,0.310000
1619937756.481,0.250000,0.350000,0.300000
1619937771.481,0.200000,0.330000,0.300000
1619937786.481,0.150000,0.310000,0.290000
1619937801.481,0.340000,0.350000,0.300000
1619937816.481,0.260000,0.330000,0.300000
1619937831.481,0.200000,0.310000,0.290000
1619937846.481,0.160000,0.300000,0.280000
1619937861.481,0.120000,0.280000,0.280000
1619937876.481,0.100000,0.270000,0.270000
1619937891.481,0.070000,0.250000,0.270000
1619937906.481,0.060000,0.240000,0.260000
1619937921.481,0.040000,0.230000,0.260000
1619937936.481,0.030000,0.210000,0.250000
1619937951.481,0.020000,0.200000,0.250000
1619937966.481,0.020000,0.190000,0.250000
1619937981.481,0.010000,0.180000,0.240000
1619937996.481,0.010000,0.170000,0.240000
1619938011.481,0.010000,0.160000,0.230000
1619938026.481,0.000000,0.160000,0.230000
1619938041.481,0.000000,0.150000,0.220000
1619938056.481,0.000000,0.140000,0.220000
1619938071.481,0.000000,0.130000,0.210000
1619938086.481,0.070000,0.140000,0.220000
1619938101.481,0.190000,0.170000,0.220000
1619938116.481,0.150000,0.160000,0.220000
1619938131.481,0.120000,0.150000,0.210000
1619938146.481,0.090000,0.140000,0.210000
1619938161.481,0.070000,0.130000,0.210000
1619938176.481,0.050000,0.130000,0.200000
1619938191.481,0.120000,0.140000,0.200000
1619938206.481,0.170000,0.150000,0.200000
1619938221.481,0.280000,0.170000,0.210000
1619938236.481,0.370000,0.200000,0.220000
1619938251.481,0.440000,0.220000,0.230000
1619938266.481,0.640000,0.280000,0.240000
1619938281.481,0.720000,0.310000,0.260000
1619938296.481,0.780000,0.350000,0.270000
1619938311.481,0.830000,0.380000,0.280000
1619938326.481,0.950000,0.430000,0.300000
1619938341.481,1.100000,0.490000,0.320000
1619938356.481,1.000000,0.500000,0.330000
1619938371.481,1.000000,0.520000,0.340000
1619938386.481,1.000000,0.550000,0.350000
1619938401.481,1.000000,0.570000,0.360000
1619938416.481,1.000000,0.590000,0.370000
1619938431.481,1.000000,0.610000,0.380000
1619938446.481,1.000000,0.630000,0.390000
1619938461.481,1.060000,0.660000,0.410000
1619938476.481,0.900000,0.650000,0.410000
1619938491.481,0.850000,0.650000,0.410000
1619938506.481,0.730000,0.630000,0.410000
1619938521.481,2.490000,1.030000,0.540000
1619938536.481,2.010000,0.990000,0.540000
1619938551.481,1.560000,0.940000,0.530000
1619938566.481,1.220000,0.900000,0.520000
1619938581.481,0.950000,0.850000,0.520000
1619938596.481,0.740000,0.810000,0.510000
1619938611.481,0.570000,0.770000,0.500000
1619938626.481,0.440000,0.730000,0.490000
1619938641.481,0.350000,0.690000,0.480000
1619938656.481,0.270000,0.660000,0.470000
1619938671.481,0.210000,0.630000,0.460000
1619938686.481,0.160000,0.590000,0.450000
1619938701.481,0.120000,0.560000,0.450000
1619938716.481,0.100000,0.540000,0.440000
1619938731.481,0.070000,0.510000,0.430000
1619938746.481,0.060000,0.480000,0.420000
1619938761.481,0.040000,0.460000,0.420000
1619938776.481,0.030000,0.440000,0.410000
1619938791.481,0.030000,0.410000,0.400000
1619938806.481,0.020000,0.390000,0.390000
1619938821.481,0.010000,0.370000,0.390000
1619938836.481,0.150000,0.390000,0.390000
1619938851.481,0.110000,0.370000,0.380000
1619938866.481,0.160000,0.370000,0.380000
1619938881.481,0.120000,0.350000,0.380000
1619938896.481,0.090000,0.330000,0.370000
1619938911.481,0.310000,0.360000,0.380000
1619938926.481,0.390000,0.380000,0.380000
1619938941.481,0.300000,0.360000,0.370000
1619938956.481,0.230000,0.340000,0.370000
1619938971.481,0.180000,0.320000,0.360000
1619938986.481,0.140000,0.310000,0.350000
1619939001.481,0.110000,0.290000,0.350000
1619939016.481,0.080000,0.280000,0.340000
1619939031.481,0.140000,0.280000,0.340000
1619939046.481,0.260000,0.300000,0.350000
1619939061.481,0.270000,0.300000,0.350000
1619939076.481,0.360000,0.320000,0.350000
1619939091.481,0.350000,0.320000,0.350000
1619939106.481,0.420000,0.340000,0.360000
1619939121.481,0.400000,0.330000,0.360000
1619939136.481,0.460000,0.350000,0.370000
1619939151.481,0.430000,0.350000,0.360000
1619939166.481,0.480000,0.370000,0.370000
1619939181.481,0.450000,0.360000,0.370000
1619939196.481,0.500000,0.380000,0.370000
1619939211.481,0.460000,0.380000,0.370000
1619939226.481,0.510000,0.390000,0.370000
1619939241.481,0.470000,0.390000,0.370000
1619939256.481,0.510000,0.400000,0.380000
1619939271.481,0.470000,0.400000,0.380000
1619939286.481,0.520000,0.410000,0.380000
1619939301.481,0.540000,0.420000,0.390000
1619939316.481,0.570000,0.440000,0.390000
1619939331.481,0.520000,0.430000,0.390000
1619939346.481,0.550000,0.440000,0.390000
1619939361.481,0.500000,0.440000,0.390000
1619939376.481,0.460000,0.430000,0.390000
1619939391.481,0.360000,0.410000,0.380000
1619939406.481,0.280000,0.390000,0.370000
1619939421.481,0.210000,0.370000,0.370000
1619939436.481,0.170000,0.350000,0.360000
1619939451.481,0.130000,0.330000,0.350000
1619939466.481,0.100000,0.320000,0.350000
1619939481.481,0.080000,0.300000,0.340000
1619939496.481,0.060000,0.280000,0.340000
1619939511.481,0.050000,0.270000,0.330000
1619939526.481,0.040000,0.260000,0.330000
1619939541.481,0.030000,0.240000,0.320000
1619939556.481,0.020000,0.230000,0.310000
1619939571.481,0.080000,0.230000,0.310000
1619939586.481,0.140000,0.240000,0.310000
1619939601.481,0.110000,0.230000,0.310000
1619939616.481,0.080000,0.220000,0.300000
1619939631.481,0.470000,0.300000,0.330000
1619939646.481,0.450000,0.300000,0.330000
1619939661.481,0.500000,0.320000,0.330000
1619939676.481,0.390000,0.300000,0.330000
1619939691.481,0.300000,0.290000,0.320000
1619939706.481,0.300000,0.290000,0.320000
1619939721.481,0.230000,0.280000,0.320000
1619939736.481,0.180000,0.260000,0.310000
1619939751.481,0.140000,0.250000,0.310000
1619939766.481,0.110000,0.230000,0.300000
1619939781.481,0.080000,0.220000,0.290000
1619939796.481,0.140000,0.230000,0.290000
1619939811.481,0.110000,0.220000,0.290000
1619939826.481,0.080000,0.200000,0.280000
1619939841.481,0.060000,0.190000,0.280000
1619939856.481,0.050000,0.180000,0.270000
1619939871.481,0.190000,0.210000,0.280000
1619939886.481,0.220000,0.210000,0.280000
1619939901.481,0.320000,0.240000,0.280000
1619939916.481,0.320000,0.240000,0.280000
1619939931.481,0.400000,0.260000,0.290000
1619939946.481,0.380000,0.270000,0.290000
1619939961.481,0.450000,0.280000,0.290000
1619939976.481,0.420000,0.290000,0.290000
1619939991.481,0.480000,0.310000,0.300000
1619940006.481,0.440000,0.310000,0.300000
1619940021.481,0.650000,0.360000,0.320000
1619940036.481,0.580000,0.360000,0.320000
1619940051.481,0.600000,0.370000,0.320000
1619940066.481,0.540000,0.370000,0.320000
1619940081.481,0.570000,0.390000,0.330000
1619940096.481,0.520000,0.380000,0.330000
1619940111.481,0.550000,0.400000,0.330000
1619940126.481,0.500000,0.390000,0.330000
1619940141.481,0.540000,0.410000,0.340000
1619940156.481,0.490000,0.400000,0.340000
1619940171.481,0.530000,0.420000,0.350000
1619940186.481,0.490000,0.410000,0.350000
1619940201.481,0.450000,0.410000,0.350000
1619940216.481,0.350000,0.390000,0.340000
1619940231.481,0.270000,0.370000,0.330000
1619940246.481,0.210000,0.350000,0.330000
1619940261.481,0.160000,0.330000,0.320000
1619940276.481,0.130000,0.310000,0.320000
1619940291.481,0.100000,0.300000,0.310000
1619940306.481,0.080000,0.280000,0.310000
1619940321.481,0.060000,0.270000,0.300000
1619940336.481,0.040000,0.250000,0.290000
1619940351.481,0.110000,0.260000,0.290000
1619940366.481,0.160000,0.260000,0.290000
1619940381.481,0.130000,0.250000,0.290000
1619940396.481,0.100000,0.230000,0.280000
1619940411.481,0.080000,0.220000,0.280000
1619940426.481,0.060000,0.210000,0.270000
1619940441.481,0.040000,0.200000,0.270000
1619940456.481,0.180000,0.220000,0.270000
1619940471.481,0.210000,0.230000,0.270000
1619940486.481,0.540000,0.300000,0.300000
1619940501.481,0.420000,0.280000,0.290000
1619940516.481,0.320000,0.270000,0.280000
1619940531.481,0.250000,0.260000,0.280000
1619940546.481,0.190000,0.240000,0.270000
1619940561.481,0.150000,0.230000,0.270000
1619940576.481,0.120000,0.220000,0.260000
1619940591.481,0.090000,0.210000,0.260000
1619940606.481,0.070000,0.200000,0.250000
1619940621.481,0.050000,0.180000,0.250000
1619940636.481,0.040000,0.170000,0.250000
1619940651.481,0.030000,0.170000,0.240000
1619940666.481,0.020000,0.160000,0.240000
1619940681.481,0.020000,0.150000,0.230000
1619940696.481,0.160000,0.170000,0.240000
1619940711.481,0.200000,0.180000,0.240000
1619940726.481,0.300000,0.210000,0.250000
1619940741.481,0.310000,0.210000,0.250000
1619940756.481,0.390000,0.230000,0.260000
1619940771.481,0.610000,0.290000,0.280000
1619940786.481,0.620000,0.310000,0.280000
1619940801.481,0.560000,0.310000,0.280000
1619940816.481,0.730000,0.360000,0.300000
1619940831.481,0.640000,0.360000,0.300000
1619940846.481,0.650000,0.370000,0.300000
1619940861.481,0.580000,0.370000,0.300000
1619940876.481,0.600000,0.390000,0.310000
1619940891.481,0.540000,0.380000,0.310000
1619940906.481,0.570000,0.400000,0.320000
1619940921.481,0.520000,0.390000,0.320000
1619940936.481,0.550000,0.410000,0.320000
1619940951.481,0.500000,0.400000,0.320000
1619940966.481,0.770000,0.470000,0.340000
1619940981.481,0.670000,0.460000,0.340000
1619940996.481,0.670000,0.470000,0.350000
1619941011.481,0.590000,0.460000,0.350000
1619941026.481,0.530000,0.460000,0.350000
1619941041.481,0.410000,0.430000,0.340000
1619941056.481,0.320000,0.410000,0.340000
1619941071.481,0.250000,0.390000,0.330000
1619941086.481,0.190000,0.370000,0.330000
1619941101.481,0.150000,0.350000,0.320000
