epoch,value
T0,17.3
T1,2.106666666666667
T2,6.3133333333333335
T3,8.0
T4,10.7
T5,20.94
T6,17.759999999999998
T7,14.0
T8,11.22
T9,4.42
T10,21.299999999999997
T11,18.7
T12,18.919999999999998
T13,20.773333333333333
T14,28.02
T15,34.0
T16,31.0
T17,13.406666666666666
T18,25.186666666666667
T19,22.066666666666663
T20,27.7
T21,26.886666666666667
T22,15.16
T23,10.400000000000002
T24,9.840000000000002
T25,6.200000000000001
T26,6.200000000000001
T27,6.2
T28,6.2
T29,6.200000000000001
T30,5.8933333333333335
T31,3.8999999999999995
T32,4.2
T33,5.400000000000001
T34,5.0200000000000005
T35,3.5
T36,0.0
T37,0.0
