epoch,value
T0,0.32000000000000006
T1,0.15333333333333332
T2,0.24666666666666665
T3,0.10000000000000002
T4,0.14
T5,0.3
T6,0.23999999999999996
T7,0.0
T8,0.05999999999999999
T9,0.23999999999999996
T10,0.13333333333333333
T11,1.0
T12,0.8
T13,0.06666666666666667
T14,0.43333333333333335
T15,0.0
T16,0.0
T17,0.05333333333333334
T18,0.3466666666666667
T19,0.04
T20,0.3
T21,0.28
T22,0.02666666666666667
T23,0.4
T24,0.3466666666666667
T25,0.0
T26,0.0
T27,0.0
T28,0.0
T29,0.0
T30,0.0
T31,0.0
T32,0.2
T33,1.0
T34,0.8200000000000001
T35,0.10000000000000002
T36,0.0
T37,0.0
